,bruises,cap-color,cap-radius,cap-shape,cap-surface,class,gill-attachment,gill-color,gill-size,gill-spacing,habitat,odor,population,ring-number,ring-radius,ring-type,spore-print-color,stalk-color-above-ring,stalk-color-below-ring,stalk-height,stalk-root,stalk-shape,stalk-surface-above-ring,stalk-surface-below-ring,veil-color,veil-type
813,t,w,13.05012895,x,y,p,f,w,n,c,g,p,v,o,12.58029444,p,n,w,w,8.569462346,e,e,s,s,w,p
814,t,n,10.34432594,x,s,p,f,k,n,c,u,p,v,o,10.95060384,p,k,w,w,15.6753584,e,e,s,s,w,p
815,t,w,6.066528819,x,s,e,f,n,b,c,m,a,s,o,6.595315192,p,k,w,w,22.70468433,c,e,s,s,w,p
816,t,n,5.270597187,x,y,e,f,p,b,c,g,a,y,o,4.84177564,p,k,w,w,23.75593651,r,e,s,y,w,p
817,t,y,10.75785052,x,y,e,f,n,b,c,g,a,y,o,9.826960941,p,k,w,w,14.42647731,r,e,s,y,w,p
818,t,w,10.72094998,x,s,e,f,w,n,w,d,a,v,o,10.86861454,p,n,w,w,11.21505565,b,t,s,s,w,p
819,t,w,10.28686097,b,y,e,f,k,b,c,g,l,n,o,13.14052491,p,n,w,w,24.62912751,c,e,s,s,w,p
820,t,y,5.997572011,b,s,e,f,w,b,c,m,l,n,o,4.47629444,p,n,w,w,14.07356184,c,e,s,s,w,p
821,f,g,8.881539959,x,f,e,f,k,n,c,u,n,v,o,13.97141616,p,k,w,w,14.8499434,e,e,s,s,w,p
822,t,y,8.862407863,b,s,e,f,n,b,c,m,a,s,o,3.9509453960000003,p,k,w,w,2.575140436,c,e,s,s,w,p
823,t,w,7.713253521,x,s,e,f,g,b,c,g,l,s,o,13.65344558,p,n,w,w,10.8623286,c,e,s,s,w,p
824,t,n,11.03466535,x,y,e,f,w,b,c,p,a,s,o,13.82913258,p,k,w,w,9.624171036,r,e,s,y,w,p
825,t,y,5.735345497000001,x,y,e,f,w,b,c,m,l,s,o,2.198360471,p,k,w,w,16.82009075,c,e,s,s,w,p
826,t,w,7.851410949,f,f,e,f,n,n,w,d,l,v,o,13.91153811,p,n,w,w,6.371942032000001,b,t,s,s,w,p
827,t,w,4.010867317,f,f,e,f,w,n,w,d,a,v,o,6.018035985,p,u,w,w,20.89774847,b,t,s,s,w,p
828,t,w,5.410484736,x,s,e,f,g,b,c,m,l,s,o,6.616175376,p,n,w,w,16.74832559,c,e,s,s,w,p
829,t,y,10.52702196,f,s,e,f,p,n,w,d,l,v,o,9.201638073,p,u,w,w,23.3767836,b,t,s,s,w,p
830,f,g,12.34817452,s,f,e,f,p,n,c,u,n,v,o,5.084632875,p,k,w,w,15.23286797,e,e,s,s,w,p
831,t,y,6.0920996160000005,f,f,e,f,w,n,w,d,a,v,o,5.230167761000001,p,n,w,w,12.89161699,b,t,s,s,w,p
832,t,n,11.46597872,x,y,e,f,p,b,c,g,l,y,o,10.40964639,p,k,w,w,2.5563552780000003,r,e,s,y,w,p
833,t,y,4.819551361,x,y,e,f,w,b,c,g,l,s,o,7.304435972,p,n,w,w,4.726225601,r,e,s,y,w,p
834,t,y,4.51545012,x,y,e,f,p,b,c,p,l,y,o,3.3534801489999997,p,n,w,w,10.79582873,r,e,s,y,w,p
835,t,n,4.123044128,x,s,p,f,k,n,c,g,p,v,o,9.670788264,p,n,w,w,3.6708280560000004,e,e,s,s,w,p
836,t,y,6.586342403,x,s,e,f,n,b,c,m,l,s,o,10.31514794,p,n,w,w,5.406990447,c,e,s,s,w,p
837,t,w,7.741259467000001,x,y,p,f,p,n,c,u,p,s,o,1.991962349,p,n,w,w,25.23320866,e,e,s,s,w,p
838,t,y,2.620429423,x,y,e,f,w,b,c,g,a,s,o,4.39658857,p,k,w,w,22.30041627,c,e,s,s,w,p
839,t,w,11.38402487,x,y,e,f,w,b,c,g,a,s,o,11.805934599999999,p,k,w,w,2.508721919,c,e,s,s,w,p
840,t,y,6.234441157999999,f,s,e,f,w,n,w,d,a,v,o,14.68618829,p,u,w,w,14.71348432,b,t,s,s,w,p
841,t,n,6.957477936,x,y,p,f,w,n,c,g,p,v,o,14.55585642,p,n,w,w,9.253267383999999,e,e,s,s,w,p
842,t,w,9.941023814,b,s,e,f,n,b,c,g,a,s,o,14.03528115,p,n,w,w,25.25870712,c,e,s,s,w,p
843,f,g,2.022295653,s,f,e,f,n,n,c,u,n,y,o,2.4342329990000002,p,k,w,w,19.43998955,e,e,s,s,w,p
844,t,y,5.496552912,x,s,e,f,g,b,c,g,a,n,o,1.60502765,p,k,w,w,16.27077246,c,e,s,s,w,p
845,f,g,9.831008516,x,f,e,f,k,b,w,g,n,s,o,12.74988571,e,n,w,w,9.255576537,e,t,s,f,w,p
846,t,y,8.383403181,x,y,e,f,n,b,c,m,a,s,o,2.926660633,p,n,w,w,10.08876276,c,e,s,s,w,p
847,t,w,5.419017166000001,b,y,e,f,g,b,c,g,l,s,o,13.94337531,p,n,w,w,15.51170289,c,e,s,s,w,p
848,t,y,3.501234394,b,s,e,f,k,b,c,m,l,n,o,7.5177437860000005,p,n,w,w,24.99660073,c,e,s,s,w,p
849,t,w,8.545757112,x,s,e,f,w,n,w,d,l,v,o,10.23213225,p,u,w,w,11.00581277,b,t,s,s,w,p
850,t,w,6.346902953,b,s,e,f,k,b,c,g,l,s,o,13.46330272,p,n,w,w,7.914667752000001,c,e,s,s,w,p
851,t,n,11.65188533,f,y,e,f,p,b,c,g,a,s,o,14.81370178,p,k,w,w,16.66895078,r,e,s,y,w,p
852,f,g,10.52902893,s,f,e,f,g,n,c,u,n,y,o,10.19166642,p,n,w,w,7.761869902999999,e,e,s,s,w,p
853,f,w,9.248234513,x,f,e,f,p,b,w,g,n,a,o,12.11684015,e,n,w,w,2.92557313,e,t,f,s,w,p
854,f,n,8.890874753,s,f,e,f,n,n,c,u,n,v,o,11.34134354,p,k,w,w,2.91979123,e,e,s,s,w,p
855,t,n,10.64672773,f,y,e,f,p,b,c,p,l,s,o,5.88046453,p,k,w,w,2.363372731,r,e,s,y,w,p
856,t,y,4.758372034,f,s,e,f,n,n,w,d,l,v,o,10.36392677,p,u,w,w,8.496371429,b,t,s,s,w,p
857,t,y,4.14762886,b,s,e,f,n,b,c,g,a,s,o,14.22908727,p,n,w,w,4.528358321,c,e,s,s,w,p
858,t,y,6.084024595,b,s,e,f,k,b,c,m,a,n,o,9.453909241,p,k,w,w,7.723438907999999,c,e,s,s,w,p
859,t,n,12.25984077,x,s,p,f,p,n,c,g,p,v,o,6.948221672000001,p,k,w,w,9.484232927999999,e,e,s,s,w,p
860,t,n,10.91126026,f,y,e,f,w,b,c,p,l,y,o,8.334735419,p,n,w,w,18.11405514,r,e,s,y,w,p
861,t,y,11.35205323,x,s,e,f,w,b,c,g,a,s,o,8.534515285,p,n,w,w,5.554806602999999,c,e,s,s,w,p
862,t,y,8.15292614,f,y,e,f,p,b,c,g,a,s,o,8.718973561,p,n,w,w,7.9699248229999995,r,e,s,y,w,p
863,t,w,2.2648199940000002,x,y,e,f,g,b,c,g,a,n,o,3.6100152210000003,p,n,w,w,16.39979217,c,e,s,s,w,p
864,t,y,6.102661949,x,y,e,f,w,b,c,m,a,s,o,2.2023895469999997,p,n,w,w,12.10128018,c,e,s,s,w,p
865,t,y,12.49586126,x,y,e,f,k,b,c,g,l,s,o,5.568435245,p,k,w,w,7.991128459,c,e,s,s,w,p
866,f,n,2.1027029269999997,f,f,e,f,n,n,c,u,n,v,o,6.710799187999999,p,n,w,w,18.53552575,e,e,s,s,w,p
867,t,y,3.260209807,f,y,e,f,p,b,c,p,l,y,o,12.10951453,p,n,w,w,7.136803497000001,r,e,s,y,w,p
868,f,g,11.21774505,x,f,e,f,p,n,c,u,n,y,o,11.49045313,p,n,w,w,11.06596501,e,e,s,s,w,p
869,t,y,5.206905868,x,s,e,f,k,b,c,g,l,n,o,5.97094536,p,n,w,w,6.354297924,c,e,s,s,w,p
870,t,n,12.148527,f,y,e,f,p,b,c,p,a,y,o,13.20672667,p,k,w,w,10.90707835,r,e,s,y,w,p
871,t,y,11.47525645,x,s,e,f,w,b,c,g,l,n,o,10.30028173,p,n,w,w,4.335156937,c,e,s,s,w,p
872,t,y,7.647821522999999,x,y,e,f,k,b,c,m,a,s,o,11.74724871,p,n,w,w,19.72892998,c,e,s,s,w,p
873,t,n,8.603462178,x,f,e,f,n,b,c,d,n,v,o,14.132880300000002,p,k,g,w,3.8729846589999997,b,t,s,s,w,p
874,t,w,2.725772299,x,s,e,f,n,b,c,m,a,s,o,8.440030493,p,n,w,w,19.58946832,c,e,s,s,w,p
875,t,y,11.42063045,x,y,e,f,p,b,c,p,l,s,o,2.522988979,p,n,w,w,8.209635278,r,e,s,y,w,p
876,t,w,9.065452806,x,y,e,f,k,b,c,m,a,n,o,5.182548639,p,n,w,w,20.08868913,c,e,s,s,w,p
877,t,w,7.214526364,x,s,e,f,k,b,c,g,l,n,o,2.238490218,p,k,w,w,20.72460758,c,e,s,s,w,p
878,t,y,12.46120096,f,y,e,f,w,b,c,g,l,y,o,3.473340354,p,n,w,w,20.42567004,r,e,s,y,w,p
879,t,y,3.8175697810000004,b,s,e,f,n,b,c,g,l,n,o,3.9046642910000005,p,n,w,w,12.16040195,c,e,s,s,w,p
880,t,w,3.048785739,f,f,e,f,w,n,w,d,a,v,o,6.086478357000001,p,n,w,w,9.290422754,b,t,s,s,w,p
881,f,g,11.78143154,f,s,e,f,n,b,w,g,n,s,o,5.38613821,e,n,w,w,8.690566412,e,t,s,f,w,p
882,t,w,12.21097747,x,y,e,f,w,b,c,g,a,n,o,12.94304288,p,k,w,w,18.36877507,c,e,s,s,w,p
883,t,w,5.045837697,x,y,e,f,n,b,c,g,l,n,o,6.07166944,p,k,w,w,8.067077501,c,e,s,s,w,p
884,t,y,13.00624251,f,y,e,f,n,b,c,g,l,s,o,11.07421453,p,k,w,w,13.81800634,r,e,s,y,w,p
885,t,w,8.338934712,x,s,e,f,p,n,w,d,a,v,o,2.570140977,p,u,w,w,11.69139405,b,t,s,s,w,p
886,t,y,7.03302334,x,s,e,f,n,b,c,g,a,s,o,12.10227975,p,n,w,w,2.4084228309999998,c,e,s,s,w,p
887,t,y,10.56285942,f,y,e,f,n,b,c,g,a,y,o,1.974269054,p,n,w,w,5.8684323329999994,r,e,s,y,w,p
888,t,y,11.972963,x,y,e,f,w,b,c,p,a,y,o,5.416351714,p,k,w,w,2.608685201,r,e,s,y,w,p
889,t,y,3.399827685,x,s,e,f,g,b,c,g,l,n,o,8.790443407,p,n,w,w,5.299303538999999,c,e,s,s,w,p
890,t,n,2.1646023690000002,x,f,e,f,u,b,c,d,n,y,o,10.30814281,p,n,g,p,21.74089118,b,t,s,s,w,p
891,t,y,2.512278559,f,y,e,f,p,b,c,g,l,y,o,2.242177685,p,k,w,w,3.112861904,r,e,s,y,w,p
892,t,w,3.285390407,x,s,e,f,n,b,c,g,a,n,o,4.089807992,p,k,w,w,22.35581338,c,e,s,s,w,p
893,t,y,9.486995672,b,s,e,f,g,b,c,m,a,s,o,10.97667309,p,n,w,w,24.97538538,c,e,s,s,w,p
894,t,y,12.83464253,x,s,e,f,k,b,c,m,l,s,o,11.31383764,p,n,w,w,16.51499163,c,e,s,s,w,p
895,t,n,4.183576071,x,y,e,f,p,b,c,g,l,s,o,7.4397430810000005,p,n,w,w,18.35969308,r,e,s,y,w,p
896,t,y,3.588218866,b,y,e,f,k,b,c,g,a,n,o,5.823137168,p,k,w,w,25.14109009,c,e,s,s,w,p
897,t,w,8.298056104,x,s,e,f,k,b,c,m,l,n,o,12.18141874,p,k,w,w,22.6057671,c,e,s,s,w,p
898,t,w,3.415070614,x,y,e,f,k,b,c,m,l,s,o,4.23978349,p,k,w,w,19.46784042,c,e,s,s,w,p
899,t,y,12.35309222,x,s,e,f,n,b,c,g,l,s,o,11.06517993,p,k,w,w,17.05383834,c,e,s,s,w,p
900,t,y,9.775519807,f,y,e,f,n,b,c,p,l,y,o,3.716338322,p,k,w,w,3.6708019289999996,r,e,s,y,w,p
901,f,w,12.42716735,x,f,e,f,n,b,w,g,n,a,o,5.29329954,e,n,w,w,5.545658932,e,t,f,f,w,p
902,f,n,9.920497143,x,s,e,f,p,b,w,g,n,s,o,10.80716845,e,k,w,w,11.76818416,e,t,f,f,w,p
903,f,w,10.71813251,x,s,e,f,h,b,w,g,n,s,o,4.533411773,e,n,w,w,20.2039884,e,t,f,s,w,p
904,t,y,4.866650131,x,s,e,f,w,b,c,m,l,n,o,11.53399225,p,n,w,w,23.616139399999998,c,e,s,s,w,p
905,f,w,10.69967472,f,f,e,f,p,b,w,g,n,s,o,13.2908445,e,k,w,w,11.26929533,e,t,f,s,w,p
906,t,n,9.976452975,f,s,p,f,n,n,c,g,p,s,o,6.7034686279999995,p,k,w,w,3.704218322,e,e,s,s,w,p
907,f,g,9.795113938,x,f,e,f,p,b,w,g,n,s,o,13.25254187,e,n,w,w,7.244635201,e,t,f,f,w,p
908,t,n,7.088377386,f,y,p,f,p,n,c,u,p,v,o,10.14482029,p,n,w,w,10.64598961,e,e,s,s,w,p
909,t,n,11.52026218,x,s,p,f,w,n,c,g,p,v,o,10.82271633,p,n,w,w,22.08233506,e,e,s,s,w,p
910,t,w,1.59456208,b,s,e,f,k,b,c,g,l,n,o,8.743553305,p,k,w,w,16.25138756,c,e,s,s,w,p
911,f,g,8.374941274,x,f,e,f,p,b,w,g,n,a,o,12.65367453,e,k,w,w,6.587443122000001,e,t,f,f,w,p
912,t,w,8.628940833,x,s,e,f,g,b,c,g,l,n,o,6.296374134,p,k,w,w,2.886386447,c,e,s,s,w,p
913,f,g,7.74647716,f,f,e,f,n,b,w,g,n,a,o,12.87170382,e,k,w,w,21.10473531,e,t,s,s,w,p
914,f,g,1.405494658,x,s,e,f,k,b,w,g,n,s,o,12.06740014,e,k,w,w,21.88864944,e,t,s,s,w,p
915,t,w,11.35076858,x,s,e,f,k,b,c,g,a,n,o,3.2460476469999997,p,n,w,w,5.840780629,c,e,s,s,w,p
916,t,w,7.973115322999999,x,s,e,f,n,b,c,m,l,s,o,9.660499536,p,n,w,w,15.9772618,c,e,s,s,w,p
917,t,g,5.510194177000001,x,y,e,f,n,b,c,d,n,y,o,5.388284201,p,n,g,w,7.079825808,b,t,s,s,w,p
918,f,n,1.733824676,f,f,e,f,k,b,w,g,n,a,o,11.37292047,e,n,w,w,24.57636217,e,t,f,f,w,p
919,f,w,6.887614427999999,x,s,e,f,h,b,w,g,n,s,o,10.85136824,e,k,w,w,23.33841172,e,t,s,f,w,p
920,f,n,2.31022024,f,f,e,f,p,b,w,g,n,a,o,14.33692215,e,k,w,w,7.0532398160000005,e,t,f,s,w,p
921,f,n,9.296563875,x,s,e,f,p,b,w,g,n,a,o,10.590613699999999,e,n,w,w,10.17821165,e,t,f,f,w,p
922,t,y,3.925583617,x,y,e,f,n,b,c,g,l,n,o,2.473347742,p,k,w,w,14.62220751,c,e,s,s,w,p
923,t,y,11.05707576,x,s,e,f,w,n,w,d,l,v,o,11.96076246,p,u,w,w,24.80375613,b,t,s,s,w,p
924,f,w,4.213692933,f,f,e,f,k,b,w,g,n,s,o,9.321768442,e,n,w,w,23.95759238,e,t,f,s,w,p
925,f,n,2.435804247,x,s,e,f,h,b,w,g,n,a,o,13.74928656,e,n,w,w,25.15494717,e,t,f,s,w,p
926,f,g,10.53337186,x,s,e,f,k,b,w,g,n,a,o,8.661241394,e,k,w,w,15.65760293,e,t,f,s,w,p
927,t,n,8.784547828,x,y,p,f,w,n,c,u,p,s,o,9.939706833999999,p,k,w,w,4.471189719,e,e,s,s,w,p
928,f,g,4.703424215,x,f,e,f,k,n,c,u,n,y,o,4.551033822,p,n,w,w,7.839025013,e,e,s,s,w,p
929,t,w,8.640338174,b,s,e,f,n,b,c,m,a,n,o,5.959644806,p,n,w,w,13.62663594,c,e,s,s,w,p
930,f,g,2.248936292,x,s,e,f,h,b,w,g,n,a,o,8.657416315,e,k,w,w,5.822867389,e,t,s,s,w,p
931,f,g,8.709420309,f,f,e,f,n,b,w,g,n,s,o,10.26870798,e,n,w,w,12.81894346,e,t,s,f,w,p
932,t,n,5.4628637310000006,f,s,p,f,n,n,c,g,p,v,o,8.926860625,p,n,w,w,9.339175592,e,e,s,s,w,p
933,t,y,4.711678653,x,s,e,f,k,b,c,g,l,s,o,1.9010750980000002,p,n,w,w,19.4492711,c,e,s,s,w,p
934,f,n,9.396726994,x,f,e,f,n,n,c,u,n,y,o,6.549460337,p,k,w,w,19.93751234,e,e,s,s,w,p
935,f,w,5.493022442000001,f,s,e,f,p,b,w,g,n,s,o,7.411040237000001,e,k,w,w,19.35505805,e,t,s,f,w,p
936,t,y,2.905218835,x,y,e,f,w,b,c,m,a,n,o,9.364425367,p,k,w,w,9.972280312,c,e,s,s,w,p
937,f,n,12.50259121,x,f,e,f,p,b,w,g,n,s,o,11.62582449,e,k,w,w,18.43969069,e,t,s,s,w,p
938,f,g,11.22647313,f,s,e,f,n,b,w,g,n,a,o,13.97849085,e,k,w,w,22.57060439,e,t,f,s,w,p
939,t,e,6.149266702,x,y,e,f,u,b,c,d,n,y,o,8.60058373,p,n,g,p,18.53662041,b,t,s,s,w,p
940,t,y,5.576822257999999,b,y,e,f,n,b,c,g,a,n,o,8.436361374,p,n,w,w,20.23100338,c,e,s,s,w,p
941,f,w,1.882246436,x,f,e,f,n,b,w,g,n,s,o,7.358431189,e,k,w,w,18.74925953,e,t,f,f,w,p
942,t,w,3.406868713,x,s,p,f,w,n,c,g,p,s,o,6.307358894,p,n,w,w,16.87693793,e,e,s,s,w,p
943,f,g,4.208024902,x,f,e,f,p,b,w,g,n,s,o,14.71728235,e,n,w,w,11.10686248,e,t,s,s,w,p
944,t,g,4.389761433,f,f,e,f,n,b,c,d,n,v,o,9.543417782999999,p,n,w,g,3.811833267,b,t,s,s,w,p
945,f,n,10.98048363,f,f,e,f,h,b,w,g,n,a,o,12.62258268,e,n,w,w,8.335483237,e,t,f,f,w,p
946,f,w,12.01892378,f,f,e,f,n,b,w,g,n,s,o,9.107578943,e,k,w,w,8.089796732,e,t,f,f,w,p
947,t,w,8.013083437999999,b,y,e,f,w,b,c,g,l,s,o,4.167415958,p,k,w,w,23.32276937,c,e,s,s,w,p
948,f,n,4.32470084,f,f,e,f,n,b,w,g,n,a,o,3.632891885,e,k,w,w,10.38636117,e,t,f,s,w,p
949,t,n,7.269145998,f,y,p,f,w,n,c,u,p,v,o,1.759441847,p,n,w,w,11.51086541,e,e,s,s,w,p
950,t,w,5.638484797,x,y,p,f,w,n,c,u,p,s,o,6.8454855629999996,p,n,w,w,19.15417365,e,e,s,s,w,p
951,t,y,2.050603802,b,s,e,f,n,b,c,g,l,s,o,5.3972764710000005,p,k,w,w,17.79695249,c,e,s,s,w,p
952,f,g,9.583963469,f,s,e,f,h,b,w,g,n,a,o,13.02270333,e,n,w,w,22.71981835,e,t,s,f,w,p
953,f,g,8.213942019,x,f,e,f,n,b,w,g,n,a,o,13.98800787,e,n,w,w,14.15218387,e,t,s,f,w,p
954,f,n,7.380636452,f,f,e,f,h,b,w,g,n,s,o,11.72967356,e,n,w,w,3.6204698680000003,e,t,f,s,w,p
955,t,w,5.010051242,b,s,e,f,k,b,c,m,l,s,o,7.479570692999999,p,k,w,w,16.41669916,c,e,s,s,w,p
956,t,w,6.8034299670000005,x,s,p,f,w,n,c,u,p,v,o,3.685928381,p,k,w,w,19.41354461,e,e,s,s,w,p
957,t,n,7.441819743,x,y,e,f,n,b,c,d,n,v,o,13.86059193,p,k,p,p,7.067009525,b,t,s,s,w,p
958,t,w,12.59313891,f,f,e,f,n,n,w,d,l,v,o,10.49454749,p,u,w,w,19.71325244,b,t,s,s,w,p
959,t,y,4.011140287,x,y,e,f,k,b,c,m,l,n,o,6.229799474,p,n,w,w,19.66440007,c,e,s,s,w,p
960,f,n,9.715915311,x,f,e,f,n,b,w,g,n,a,o,9.578300001,e,k,w,w,16.08668298,e,t,f,f,w,p
961,f,w,3.920358437,f,f,e,f,h,b,w,g,n,a,o,4.929686101000001,e,k,w,w,24.15482521,e,t,f,s,w,p
962,t,n,8.524100472,x,f,e,f,n,b,c,d,n,v,o,10.38714732,p,k,g,p,20.64082896,b,t,s,s,w,p
963,t,n,7.847556368999999,x,f,e,f,n,b,c,d,n,y,o,5.337509101,p,n,p,g,18.7182496,b,t,s,s,w,p
964,f,g,8.517515983,f,s,e,f,k,b,w,g,n,s,o,6.348832306,e,k,w,w,12.04268729,e,t,f,f,w,p
965,f,g,12.36281657,f,s,e,f,n,b,w,g,n,s,o,7.046446295,e,k,w,w,22.74652278,e,t,s,s,w,p
966,t,n,8.529755234,f,s,p,f,w,n,c,g,p,s,o,8.909032679,p,k,w,w,10.950380000000001,e,e,s,s,w,p
967,t,n,7.832404902,x,f,e,f,n,b,c,d,n,y,o,9.664554421,p,k,w,p,3.408260432,b,t,s,s,w,p
968,f,n,12.62348321,x,s,e,f,k,b,w,g,n,s,o,6.075245506,e,k,w,w,25.21731984,e,t,f,f,w,p
969,f,w,11.28043116,x,f,e,f,k,b,w,g,n,s,o,14.71224144,e,k,w,w,18.24512039,e,t,s,f,w,p
970,f,n,5.890727898,f,f,e,f,n,b,w,g,n,s,o,12.94410531,e,n,w,w,12.54160319,e,t,f,s,w,p
971,t,n,11.24190481,x,f,e,f,n,b,c,d,n,v,o,10.07926853,p,k,p,w,16.54648,b,t,s,s,w,p
972,t,n,1.4488580219999998,f,f,e,f,n,b,c,d,n,v,o,3.38078541,p,k,p,w,6.0831642960000005,b,t,s,s,w,p
973,f,g,4.678536854,x,f,e,f,n,b,w,g,n,s,o,10.76939384,e,k,w,w,15.63021759,e,t,s,f,w,p
974,t,n,7.793560648,f,f,e,f,u,b,c,d,n,y,o,3.8114517119999998,p,k,p,w,16.77544271,b,t,s,s,w,p
975,f,g,5.460332455,x,s,e,f,p,b,w,g,n,s,o,2.993499732,e,k,w,w,22.83007724,e,t,f,f,w,p
976,t,w,10.79809442,b,y,e,f,n,b,c,g,l,n,o,13.14458043,p,k,w,w,7.108044766,c,e,s,s,w,p
977,t,n,3.507132828,x,f,e,f,n,b,c,d,n,y,o,4.513895454,p,k,p,p,20.01813611,b,t,s,s,w,p
978,t,y,9.728883127000001,x,y,e,f,k,b,c,g,l,s,o,3.004294423,p,n,w,w,12.365490600000001,c,e,s,s,w,p
979,f,g,8.823728909,f,f,e,f,p,b,w,g,n,a,o,6.113476847,e,k,w,w,13.83072351,e,t,f,f,w,p
980,t,n,10.37926629,f,f,e,f,u,b,c,d,n,y,o,7.999102177,p,n,p,p,21.904724899999998,b,t,s,s,w,p
981,t,y,11.345708199999999,x,s,e,f,g,b,c,m,l,s,o,5.063230895,p,k,w,w,15.17412603,c,e,s,s,w,p
982,f,g,5.9784902010000005,f,f,e,f,h,b,w,g,n,s,o,3.455980041,e,k,w,w,24.27248466,e,t,s,s,w,p
983,f,n,2.443124514,x,f,e,f,k,b,w,g,n,s,o,6.557507309,e,n,w,w,16.94311504,e,t,s,s,w,p
984,t,w,2.5737816369999997,x,s,p,f,n,n,c,u,p,s,o,9.303589269,p,k,w,w,15.89883381,e,e,s,s,w,p
985,f,w,1.226066594,x,f,e,f,n,b,w,g,n,s,o,7.653410857000001,e,n,w,w,23.56013667,e,t,f,f,w,p
986,f,w,8.642643337,f,f,e,f,n,b,w,g,n,a,o,5.733574722999999,e,k,w,w,6.916089036,e,t,f,s,w,p
987,f,w,3.3217131689999997,x,s,e,f,n,b,w,g,n,a,o,10.54189453,e,n,w,w,13.63701929,e,t,s,f,w,p
988,f,g,5.7969541079999996,x,s,e,f,k,b,w,g,n,a,o,11.51644404,e,k,w,w,18.6714793,e,t,s,f,w,p
989,t,y,9.253784282,x,y,e,f,n,b,c,g,l,n,o,11.45549622,p,n,w,w,19.90223055,c,e,s,s,w,p
990,t,y,1.825622668,x,s,e,f,n,b,c,m,l,n,o,7.100925095,p,k,w,w,11.69860655,c,e,s,s,w,p
991,f,g,12.32591985,x,s,e,f,p,b,w,g,n,a,o,5.516823554,e,k,w,w,23.61996571,e,t,s,f,w,p
992,f,n,9.199585541,x,s,e,f,p,b,w,g,n,s,o,2.547833565,e,n,w,w,17.21547334,e,t,f,s,w,p
993,f,n,7.829918976,f,f,e,f,n,n,c,u,n,v,o,5.0557935910000005,p,k,w,w,14.68899851,e,e,s,s,w,p
994,f,w,11.55885254,f,s,e,f,k,b,w,g,n,s,o,14.63438656,e,k,w,w,4.275914126,e,t,s,f,w,p
995,f,w,8.370302155,f,s,e,f,n,b,w,g,n,a,o,4.48128422,e,k,w,w,17.90012044,e,t,f,f,w,p
996,t,y,10.07723352,x,y,e,f,n,b,c,m,l,s,o,10.50729306,p,n,w,w,11.10238309,c,e,s,s,w,p
997,t,w,12.80995059,f,s,e,f,w,n,w,d,a,v,o,5.904585825,p,u,w,w,9.19075154,b,t,s,s,w,p
998,t,w,1.9451274230000002,b,s,e,f,w,b,c,m,l,n,o,10.43721965,p,n,w,w,3.59908141,c,e,s,s,w,p
999,t,w,4.033644441,f,y,p,f,p,n,c,u,p,v,o,1.927654894,p,k,w,w,10.60179421,e,e,s,s,w,p
1000,t,g,11.32929944,x,f,e,f,n,b,c,d,n,y,o,3.175877701,p,k,p,p,4.73347685,b,t,s,s,w,p
1001,t,n,6.50116542,f,y,e,f,p,b,c,g,l,y,o,11.99272324,p,n,w,w,25.08053509,r,e,s,y,w,p
1002,f,n,7.74998281,f,s,e,f,k,b,w,g,n,s,o,10.40821523,e,n,w,w,17.1176901,e,t,s,s,w,p
1003,t,w,10.02301062,x,s,p,f,w,n,c,g,p,v,o,7.231138468999999,p,k,w,w,18.05674378,e,e,s,s,w,p
1004,t,n,1.670674165,x,y,e,f,p,b,c,g,l,y,o,9.914501818,p,n,w,w,6.156406069,r,e,s,y,w,p
1005,f,g,6.9093440710000005,x,s,e,f,p,b,w,g,n,a,o,10.2038204,e,n,w,w,8.140437575,e,t,s,f,w,p
1006,f,w,7.0479565829999995,x,s,e,f,k,b,w,g,n,a,o,8.426924868,e,n,w,w,5.680640049,e,t,f,s,w,p
1007,f,w,6.306306759,f,f,e,f,p,b,w,g,n,s,o,5.601793154,e,n,w,w,14.36588514,e,t,f,s,w,p
1008,f,n,5.428467905,x,f,e,f,k,b,w,g,n,a,o,6.461197705,e,n,w,w,24.46784537,e,t,s,s,w,p
1009,t,w,8.69071371,x,s,e,f,k,b,c,g,l,s,o,1.6266768930000002,p,n,w,w,18.62949787,c,e,s,s,w,p
1010,t,w,12.93124352,x,y,e,f,g,b,c,m,a,s,o,12.76928511,p,n,w,w,18.98081278,c,e,s,s,w,p
1011,f,w,5.5617207529999995,x,s,e,f,k,b,w,g,n,s,o,12.85369503,e,k,w,w,10.84829649,e,t,s,s,w,p
1012,t,y,8.464834169,f,y,e,f,p,b,c,p,a,s,o,4.733291655,p,n,w,w,24.68407414,r,e,s,y,w,p
1013,f,n,4.32784074,f,s,e,f,n,b,w,g,n,s,o,8.691524137,e,k,w,w,7.52893384,e,t,s,f,w,p
1014,f,g,13.04595431,f,f,e,f,h,b,w,g,n,s,o,5.617621709,e,k,w,w,19.90614492,e,t,f,f,w,p
1015,t,y,7.855303234,f,f,e,f,p,n,w,d,a,v,o,13.71334053,p,u,w,w,23.94613642,b,t,s,s,w,p
1016,t,n,5.567034421000001,f,y,e,f,n,b,c,g,l,s,o,5.018076706,p,n,w,w,5.776284526,r,e,s,y,w,p
1017,t,n,11.7650442,x,f,e,f,p,b,c,d,n,y,o,3.580509877,p,n,p,w,18.11592756,b,t,s,s,w,p
1018,t,n,6.818844271000001,f,s,p,f,w,n,c,g,p,s,o,1.5851541880000002,p,n,w,w,23.16055848,e,e,s,s,w,p
